;SUBJECT_ID;;IP;;;;QUESTION_ID;IMAGE_ID;GT_ANSWER;MODEL;COLOR_COND;GT_CONFORM;DATASET;EXP_LIST;;ANSW_CORRECT;SHAPES;COLORS;MATERIALS;GEN_SCENE;COMPETENT;
id;7841mbnbrbnkmvjqdpfljslb2t;ip;82.41.36.240;time;1714138061;data;"<id:	QUESTION_ID	200839000	";"	IMAGE_ID	200839	";"	GT_ANSWER	summer	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;0;0;0;5;5;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138063;data;Yes;;;;;;;;;;;;;;;
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138064;data;Yes;;;;;;;;;;;;;;;
id;1gk1lmqp87fpu592oh5agkr2ph;ip;93.107.212.96;time;1714138067;data;"<id:	QUESTION_ID	130793	";"	IMAGE_ID	13080	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;4;2;3;3;3;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138067;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;0;0;1;1;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138070;data;"<id:	QUESTION_ID	134288004	";"	IMAGE_ID	134288	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138071;data;Yes;;;;;;;;;;;;;;;
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138071;data;"<id:	QUESTION_ID	444626005	";"	IMAGE_ID	444626	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138072;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;0;5;5;Next
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138073;data;"<id:	QUESTION_ID	131141	";"	IMAGE_ID	13115	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;0;0;0;0;0;0;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138079;data;I want to participate;;;;;;;;;;;;;;;
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138083;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;4;2;4;5;4;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138085;data;Next;;;;;;;;;;;;;;;
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138085;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;0;0;5;5;Next
id;moo5c32gb20juln97gpf55bjfh;ip;46.208.212.26;time;1714138086;data;"<id:	QUESTION_ID	14720	";"	IMAGE_ID	14720	";"	GT_ANSWER	blue	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;2;2;Next
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138088;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138088;data;Next;;;;;;;;;;;;;;;
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138089;data;"<id:	QUESTION_ID	130793	";"	IMAGE_ID	13080	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138091;data;"<id:	QUESTION_ID	131141	";"	IMAGE_ID	13115	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;2i35m6d7cuf793o7a3i9umeuj5;ip;99.225.202.161;time;1714138092;data;Yes;;;;;;;;;;;;;;;
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138095;data;654501cf44ad96910c7c23cd;53;female;native;Next;;;;;;;;;;;
id;7841mbnbrbnkmvjqdpfljslb2t;ip;82.41.36.240;time;1714138098;data;"<id:	QUESTION_ID	312720012	";"	IMAGE_ID	312720	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;1;0;3;1;Next
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138100;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;moo5c32gb20juln97gpf55bjfh;ip;46.208.212.26;time;1714138101;data;"<id:	QUESTION_ID	312720012	";"	IMAGE_ID	312720	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;1;0;1;2;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138101;data;"<id:	QUESTION_ID	14720	";"	IMAGE_ID	14720	";"	GT_ANSWER	blue	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;2;1;1;1;1;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138103;data;"<id:	QUESTION_ID	50811003	";"	IMAGE_ID	50811	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138103;data;"<id:	QUESTION_ID	130793	";"	IMAGE_ID	13080	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138105;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;1;1;4;4;Next
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138108;data;Next;;;;;;;;;;;;;;;
id;4h6p86g2qmecm2ccapb92cdkmj;ip;92.15.144.125;time;1714138112;data;"<id:	QUESTION_ID	14720	";"	IMAGE_ID	14720	";"	GT_ANSWER	blue	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138112;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;0;4;0;5;5;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138118;data;"<id:	QUESTION_ID	14956	";"	IMAGE_ID	14956	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;4;2;5;3;2;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138118;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138121;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;2;2;1;1;1;Next
id;moo5c32gb20juln97gpf55bjfh;ip;46.208.212.26;time;1714138123;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;4;4;4;4;4;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138125;data;"<id:	QUESTION_ID	14956	";"	IMAGE_ID	14956	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;2;1;1;1;1;Next
id;2i35m6d7cuf793o7a3i9umeuj5;ip;99.225.202.161;time;1714138126;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;4;5;5;5;Next
id;1gk1lmqp87fpu592oh5agkr2ph;ip;93.107.212.96;time;1714138128;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;4;4;3;4;4;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138128;data;"<id:	QUESTION_ID	547062001	";"	IMAGE_ID	547062	";"	GT_ANSWER	dog	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;0;0;1;1;Next
id;2i35m6d7cuf793o7a3i9umeuj5;ip;99.225.202.161;time;1714138130;data;Next;;;;;;;;;;;;;;;
id;7841mbnbrbnkmvjqdpfljslb2t;ip;82.41.36.240;time;1714138131;data;"<id:	QUESTION_ID	118069	";"	IMAGE_ID	11807	";"	GT_ANSWER	2	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138133;data;"<id:	QUESTION_ID	118069	";"	IMAGE_ID	11807	";"	GT_ANSWER	2	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138135;data;"<id:	QUESTION_ID	169736000	";"	IMAGE_ID	169736	";"	GT_ANSWER	beef	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;0;0;0;0;0;0;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138137;data;"<id:	QUESTION_ID	14987	";"	IMAGE_ID	14987	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;0;1;5;1;1;Next
id;moo5c32gb20juln97gpf55bjfh;ip;46.208.212.26;time;1714138138;data;"<id:	QUESTION_ID	50811003	";"	IMAGE_ID	50811	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;4;0;3;4;4;Next
id;nm6kaaf6mvtiotmkbl1360rrbj;ip;41.114.139.39;time;1714138139;data;I want to participate;;;;;;;;;;;;;;;
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138142;data;"<id:	QUESTION_ID	118069	";"	IMAGE_ID	11807	";"	GT_ANSWER	2	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138143;data;"<id:	QUESTION_ID	547062001	";"	IMAGE_ID	547062	";"	GT_ANSWER	dog	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;3;2;0;2;2;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138145;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138148;data;"<id:	QUESTION_ID	14987	";"	IMAGE_ID	14987	";"	GT_ANSWER	purple	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;3;1;1;3;2;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138150;data;Yes;;;;;;;;;;;;;;;
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138152;data;"<id:	QUESTION_ID	14956	";"	IMAGE_ID	14956	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;0;0;0;0;0;0;Next
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138154;data;"<id:	QUESTION_ID	14818	";"	IMAGE_ID	14818	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138155;data;"<id:	QUESTION_ID	14970	";"	IMAGE_ID	14970	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;0;5;5;Next
id;7841mbnbrbnkmvjqdpfljslb2t;ip;82.41.36.240;time;1714138159;data;"<id:	QUESTION_ID	230454000	";"	IMAGE_ID	230454	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;0;0;0;5;5;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138160;data;"<id:	QUESTION_ID	117948	";"	IMAGE_ID	11795	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138162;data;"<id:	QUESTION_ID	131141	";"	IMAGE_ID	13115	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138162;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138164;data;"<id:	QUESTION_ID	166	";"	IMAGE_ID	16	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;0;3;1;1;1;Next
id;moo5c32gb20juln97gpf55bjfh;ip;46.208.212.26;time;1714138164;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;0;0;1;2;Next
id;4h6p86g2qmecm2ccapb92cdkmj;ip;92.15.144.125;time;1714138166;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;4;4;4;5;4;Next
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138167;data;"<id:	QUESTION_ID	14907	";"	IMAGE_ID	14907	";"	GT_ANSWER	brown	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;nogu0u8aop8ulhvg21jv52mudr;ip;105.184.227.83;time;1714138169;data;Yes;;;;;;;;;;;;;;;
id;1gk1lmqp87fpu592oh5agkr2ph;ip;93.107.212.96;time;1714138174;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;3;3;3;1;2;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138174;data;"<id:	QUESTION_ID	14818	";"	IMAGE_ID	14818	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;3;2;4;3;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138175;data;"<id:	QUESTION_ID	526425003	";"	IMAGE_ID	526425	";"	GT_ANSWER	german shepherd	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;5;2;2;2;2;Next
id;2i35m6d7cuf793o7a3i9umeuj5;ip;99.225.202.161;time;1714138176;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;1;1;1;1;1;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138179;data;"<id:	QUESTION_ID	402357000	";"	IMAGE_ID	402357	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138179;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;0;0;5;5;Next
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138183;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138183;data;Next;;;;;;;;;;;;;;;
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138184;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138184;data;"<id:	QUESTION_ID	14970	";"	IMAGE_ID	14970	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;3;4;5;Next
id;nm6kaaf6mvtiotmkbl1360rrbj;ip;41.114.139.39;time;1714138184;data;5f45b7a602673a1efabfa5ad;34;female;nonnative;Next;;;;;;;;;;;
id;7841mbnbrbnkmvjqdpfljslb2t;ip;82.41.36.240;time;1714138189;data;"<id:	QUESTION_ID	14818	";"	IMAGE_ID	14818	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;0;3;1;Next
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138190;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;4;4;4;4;4;Next
id;moo5c32gb20juln97gpf55bjfh;ip;46.208.212.26;time;1714138190;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;0;4;4;0;4;3;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138190;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;0;0;0;5;5;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138191;data;"<id:	QUESTION_ID	230454000	";"	IMAGE_ID	230454	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;0;0;3;5;3;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138191;data;"<id:	QUESTION_ID	402357000	";"	IMAGE_ID	402357	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;4;4;4;5;4;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138193;data;"<id:	QUESTION_ID	134288004	";"	IMAGE_ID	134288	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138201;data;"<id:	QUESTION_ID	531299016	";"	IMAGE_ID	531299	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138203;data;"<id:	QUESTION_ID	526425003	";"	IMAGE_ID	526425	";"	GT_ANSWER	german shepherd	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138206;data;"<id:	QUESTION_ID	312720012	";"	IMAGE_ID	312720	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;2;1;2;1;1;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138207;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;0;3;0;4;4;Next
